room_avg_temp,room_max_temp,room_min_temp,room_std_temp,room_avg_speed,room_max_speed,machine_machine_1_box_temp,machine_machine_1_surround_temp,machine_machine_2_box_temp,machine_machine_2_surround_temp,machine_machine_3_box_temp,machine_machine_3_surround_temp,machine_machine_4_box_temp,machine_machine_4_surround_temp,machine_machine_6_box_temp,machine_machine_6_surround_temp,sim_ambient_mean,sim_ambient_median,ambient_cell_count,human_count,sim_wall_temp_mean,sim_wall_temp_median,frame,sim_time_s,sim_time_min,real_datetime
20.5480989728093,23.905398108324988,20.500000000007994,0.23897844152929346,0.0,0.0,,21.447441895739832,23.26118278503418,21.266891996643597,22.433026216874318,21.02320011739169,20.815229831147175,20.63964216823499,22.3265087215518,20.986835484769486,20.568182050621118,20.50024752954885,7025,0,20.555992036891485,20.500180220472245,388,11640.0,194.0,2025-04-23 17:43:00
20.552110087198688,26.904260635375977,20.500000000007994,0.300886714332651,0.0,0.0,,21.475847342983222,23.82795524597168,21.273410326206445,22.55807339280765,21.04850875212957,20.80116439720573,20.63470163235682,22.44567548424917,21.007621069107685,20.55921906609993,20.50024568558307,6996,1,20.557189454132388,20.500184460737533,389,11670.0,194.5,2025-04-23 17:43:30
20.551703229229652,26.904260635375977,20.500000000007994,0.29880023214158835,0.0,0.0,,21.50444565850897,23.82795524597168,21.27990770173945,22.558102163853214,21.062543351666772,20.787753742151374,20.629921273314515,22.44571383095801,21.01880623924722,20.557775151557255,20.500251686623336,6996,1,20.558103892677845,20.500186996509775,390,11700.0,195.0,2025-04-23 17:44:00
20.549079556398905,26.589288442311865,20.500000000007994,0.27520453769819275,0.0,0.0,,21.531480414557628,23.40546989440918,21.27926816932933,22.070717615000305,21.027535658963664,20.774965766272903,20.625297163310456,22.071987648869754,20.99290179617855,20.57155017100721,20.500262301124543,7025,0,20.557646324468877,20.500189372195997,391,11730.0,195.5,2025-04-23 17:44:30
20.54776112586283,26.263595365991698,20.500000000007994,0.2608907310465339,0.0,0.0,,21.55679350134438,23.40546989440918,21.278355565961718,22.07067904051085,21.01559185896979,20.762770052706056,20.620825345115406,22.071932569869425,20.984532237053696,20.569176967100933,20.5002664121476,7025,0,20.557818239808945,20.500191579032602,392,11760.0,196.0,2025-04-23 17:45:00
20.5465350786815,25.93291659332319,20.500000000007994,0.2482573857611541,0.0,0.0,,21.580418357333137,23.40546989440918,21.27741179159552,22.070665299080215,21.00996087772283,20.751137770057216,20.616501849349387,22.07191666382242,20.981340125041793,20.566896332545667,20.50027294506268,7025,0,20.558138082058562,20.50019345960379,393,11790.0,196.5,2025-04-23 17:45:30
20.545372136101438,25.603209832205334,20.500000000007994,0.23693025386344188,0.0,0.0,,21.602448429197064,23.40546989440918,21.276512314997614,22.070658810346398,21.00682698150061,20.74004158165688,20.612322709456137,22.07191100484931,20.979863265586484,20.564705802890874,20.50028220177424,7025,0,20.55849228519806,20.500194887846305,394,11820.0,197.0,2025-04-23 17:46:00
20.544261490468116,25.27961490269427,20.500000000007994,0.22669558383856903,0.0,0.0,,21.622991205463318,23.40546989440918,21.27567743156285,22.07065514416273,21.004894074659656,20.72945556086171,20.608283974651393,22.071908434830146,20.97904108715019,20.562602207115834,20.500285688405985,7025,0,20.558847543621788,20.500195895668533,395,11850.0,197.5,2025-04-23 17:46:30
20.54319770639123,24.96612531227894,20.500000000007994,0.21740877819081952,0.0,0.0,,21.64215323820186,23.40546989440918,21.274908513116856,22.07065280318023,21.00360429123332,20.71935511189248,20.604381721088046,22.0719069751677,20.97851271984229,20.560582135556384,20.500292675951407,7025,0,20.55919242060636,20.50019683228846,396,11880.0,198.0,2025-04-23 17:47:00
20.54413279887504,24.665593474739783,20.500000000007994,0.23056951328406067,0.0,0.0,,21.65341706134434,23.30743789672852,21.27262788388171,22.11197134437718,21.006463678933113,20.709716895753335,20.600612061451006,21.916151810735055,20.964162960597196,20.552684969808084,20.5002882107593,6996,1,20.559151862631076,20.500198049512218,397,11910.0,198.5,2025-04-23 17:47:30
20.543385469949683,24.379876809766344,20.500000000007994,0.22516135879863775,0.0,0.0,,21.66329792446668,23.30743789672852,21.270440207433133,22.111974344163322,21.00739448022397,20.700518760827723,20.59697115316842,21.91612306888256,20.957905366527733,20.55115729041391,20.500290676176796,6996,1,20.55923066741134,20.50020263255705,398,11940.0,199.0,2025-04-23 17:48:00
20.55204113047326,26.491777420043945,20.500000000007994,0.3002338140309393,0.0,0.0,,21.704097890373276,23.98652648925781,21.27929080524813,21.812689910462854,20.980429053294387,22.41439198334491,20.743543599000308,22.09830115776027,20.97061932514752,20.543696938910532,20.50028828953704,6968,2,20.56389392836567,20.500203620957432,399,11970.0,199.5,2025-04-23 17:48:30
20.552262068373153,26.491777420043945,20.500000000007994,0.3006678903779969,0.0,0.0,,21.74523319388973,23.98652648925781,21.28802619734138,21.812659755879938,20.96884988115587,22.414538679210988,20.810002245318806,22.09832797377196,20.975013792220814,20.542819988965668,20.50029195036432,6968,2,20.565807212121967,20.50020409311859,400,12000.0,200.0,2025-04-23 17:49:00
